wojewodztwo,powiat,nazwa_placowki,typ_placowki,publiczna_niepubliczna,adres,kod_pocztowy,miejscowosc,telefon,email,liczba_miejsc,dyrektor,organ_prowadzacy,zrodlo_danych,data_stanu
slaskie,kłobucki,Placówka Opiekuńczo Wychowawcza w Waleńczowie,socjalizacyjna,,42-151 Waleńczów ul. Częstochowska 8,42-151,,694683548,powwlenczow@powiatklobucki.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,lubliniecki,Placówka Opiekuńczo Wychowawcza Nr 1,socjalizacyjna,,42-700 Lubliniec ul. 74 GPP 2a lok. A,42-700,,343535094,capow.lubliniec@op.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,lubliniecki,Placówka Opiekuńczo Wychowawcza Nr 2,socjalizacyjna,,42-700 Lubliniec ul. 74 GPP 2a lok. B,42-700,,343535094,capow.lubliniec@op.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,lubliniecki,Placówka Opiekuńczo Wychowawcza Nr 3,socjalizacyjna,,42-700 Lubliniec ul. 74 GPP 2a lok. C,42-700,,343535094,capow.lubliniec@op.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,mikołowski,Placówka Opiekuńczo Wychowawcza „Dom Dziecka im. Jana Henryka Dąbrowskiego” w Orzeszu,socjalizacyjna,,43- 180 Orzesze ul. Św. Wawrzyńca 87A,43-180,,327231481,ddzorzesze@tlen.pl,11,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,mikołowski,"Placówka Opiekuńczo Wychowawcza ""Dom Dziecka Mikołów""",socjalizacyjna,,43- 160 Mikołów Osiedle Przy Plantach 16,43-160,,327498209,ddzorzesze@tlen.pl,7,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,mikołowski,Placówka Opiekuńczo Wychowawcza „Dom Dziecka Łaziska” w Łaziskach Górnych,socjalizacyjna,,43- 170 Łaziska Górne ul. Leśna 12,43-170,,500256837,ddzorzesze@tlen.pl,12,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Mysłowice,Dom Dziecka w Mysłowicach im. Św. Ojca Pio,socjalizacyjna,,41- 400 Mysłowice ul. Żeromskiego 2 mieszkanie: ul. Krakowska 8/6,41-400,,32 222 23 47,ddmyslow@poczta.fm,30,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"Mysłowice / Zgromadzenie Sióstr Boromeuszek Dom Generalny ul. Okrzei 27, 43 190 Mikołów","Placówka Opiekuńczo Wychowawcza Nr 2 ""Promyk Słońca""",socjalizacyjna,,41- 400 Mysłowice ul. Starokościelna 8/2,41-400,,32 222 00 24,biuro@centrumnadzieja.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"Mysłowice / Zgromadzenie Sióstr Boromeuszek Dom Generalny ul. Okrzei 27, 43 190 Mikołów","Placówka Opiekuńczo Wychowawcza Nr 4 ""Pomocna Dłoń""",socjalizacyjna,,41- 400 Mysłowice ul. Starokościelna 8/4,41-400,,32 222 00 24,biuro@centrumnadzieja.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"myszkowski / Fundacja ""Mój Dom"" ul. Cicha 8 42-360 Poraj",Placówka Opiekuńczo Wychowawcza w Żarkach Letnisko,socjalizacyjna,,42-311 Żarki Letnisko ul. Akacjowa 2,42-311,,"602 813 105, 34 314 63 66",fundacjamojdom@wp.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Piekary Śląskie,Placówka Opiekuńczo Wychowawcza Nr 1,socjalizacyjna,,41- 940 Piekary Śląskie ul. S. Wyszyńskiego 26/1a,41-940,,515486569,ddzwyszynskiego26@gazeta.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Piekary Śląskie,Placówka Opiekuńczo Wychowawcza Nr 2,socjalizacyjna,,41- 940 Piekary Śląskie ul. Bytomska 72/II/8,41-940,,515049565,ddzbytomska72@gazeta.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Piekary Śląskie,Placówka Opiekuńczo Wychowawcza Nr 3,socjalizacyjna,,41- 940 Piekary Śląskie ul. Targowa10/I/7,41-940,,515486445,ddztargowa10@gazeta.pl,9,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Piekary Śląskie,Placówka Opiekuńczo Wychowawcza Nr 4,socjalizacyjna,,41- 940 Piekary Śląskie ul. M. Curie Skłodowskiej 59a/II/9,41-940,,515486535,ddzsklodowska59@gazeta.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Piekary Śląskie,Placówka Opiekuńczo Wychowawcza Nr 5,socjalizacyjna,,41- 940 Piekary Śląskie ul. J. Janty 14/12,41-940,,515586348,ddzjanty14@gazeta.pl,12,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,pszczyński,Centrum Wsparcia Dziecka i Rodziny “Przystań”,socjalizacyjna,,43- 200 Pszczyna ul. Wiśniowa 2A,43-200,,324493510,BIURO@CWDIR.PL,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,pszczyński,"Centrum Wsparcia Dziecka i Rodziny „Ostoja""",socjalizacyjna,,43- 200 Pszczyna ul. Wiśniowa 2A/1,43-200,,324493510,BIURO@CWDIR.PL,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,raciborski Inspektoria Warszawska Zgromadzenia Córek Maryi Wspomożycielski Siostry Salezjanki ul. Warszawska 152 05 092 Łomianki,Wielofunkcyjna Placówka Opiekuńczo Wychowawcza im. M. Laury Meozzi,socjalizacyjna+interwencyjna,,"44-285 Pogrzebień, ul. Klasztorna 8",44-285,,324301740,pogrzebien2@cmw.waw.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"raciborski Stowarzyszenie ""Otwarte Serca Dzieciom""",Placówka Opiekuńczo Wychowawcza,socjalizacyjna,,47-420 Kuźnia Raciborska ul. Mickiewicza 7,47-420,,324189252,powkuznia.raciborska@gmail.com,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"raciborski Stowarzyszenie ""Otwarte Serca Dzieciom"", ul. Mickiewicza 7, 47 420 Kuźnia Raciborska",Placówka Opiekuńczo Wychowawcza w Cyprzanowie,socjalizacyjna,,47-480 Cyprzanów ul. Janowska 15,47-480,,324189252,powkuznia.raciborska@gmail.com,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"raciborski Stowarzyszenie ""Otwarte Serca Dzieciom"", ul. Mickiewicza 7, 47 420 Kuźnia Raciborska",Placówka Opiekuńczo Wychowawcza w Samborowicach,socjalizacyjna,,47-470 Samborowice ul. Opawska 7,47-470,,324189252,powkuznia.raciborska@gmail.com,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"raciborski Stowarzyszenie ""Otwarte Serca Dzieciom"" ul. Mickiewicza 7 Kuźnia Raciborska",Wielofunkcyjna Placówka Opiekuńczo Wychowawcza typu socjalizacyjno interwencyjnego,socjalizacyjna+interwencyjna,,47-440 Nędza ul. Leśna 1,47-440,,324189252,powkuznia.raciborska@gmail.com,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"raciborski Stowarzyszenie ""Otwarte Serca Dzieciom"" ul. Mickiewicza 7 Kuźnia Raciborska",Placówka Opiekuńczo Wychowawcza w Raciborzu,socjalizacyjna,,47-400 Racibórz ul. Długa 34,47-400,,324189252,powkuznia.raciborska@gmail.com,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Ruda Śląska,Ośrodek Pomocy Dzieciom i Rodzinie,socjalizacyjna+interwencyjna,,41- 705 Ruda Śląska ul. Plebiscytowa 12,41-705,,32 243 18 29,sekretariat@centrum.rsl.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Ruda Śląska,Placówka Opiekuńczo Wychowawcza Nr 1 w Rudzie Śląskiej,socjalizacyjna+interwencyjna,,41- 711 Ruda Śląska ul. M. Chroboka 5/2,41-711,,32 240 32 94,sekretariat@centrum.rsl.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Ruda Śląska,Placówka Opiekuńczo Wychowawcza Nr 2 w Rudzie Śląskiej,socjalizacyjna+interwencyjna,,41- 701 Ruda Śląska Plac Chopina 4/6,41-701,,32 771 49 05,sekretariat@centrum.rsl.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Ruda Śląska,Placówka Opiekuńczo Wychowawcza Nr 3 w Rudzie Śląskiej,socjalizacyjna+interwencyjna,,41- 710 Ruda Śląska ul. H. Sienkiewicza 11/2,41-710,,32 240 23 22,sekretariat@centrum.rsl.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Ruda Śląska,Placówka Opiekuńczo Wychowawcza Nr 4 w Rudzie Śląskiej,socjalizacyjna+interwencyjna,,41- 710 Ruda Śląska ul. Osiedlowa 17,41-710,,32 244-32 98,sekretariat@centrum.rsl.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Ruda Śląska,Placówka Opiekuńczo Wychowawcza Nr 5 w Rudzie Śląskiej,socjalizacyjna+interwencyjna,,41- 711 Ruda Śląska ul. M. Chroboka 3/5,41-711,,32 240 13 92,sekretariat@centrum.rsl.pl,,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"Ruda Śląska Ośrodek św. Elżbieta 41 700 Ruda Śląska, ul. Wolności 30",Ośrodek Święta Elżbieta Placówka Socjalizacyjna nr 1,socjalizacyjna,,41- 710 Ruda Śl. ul. Ściegiennego 6/2,41-710,,32 242-08 03,beataogorka@interia.pl,12,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"Ruda Śląska Ośrodek św. Elżbieta 41 700 Ruda Śląska, ul. Wolności 30",Ośrodek Święta Elżbieta Placówka Socjalizacyjna Nr 2,socjalizacyjna,,41- 710 Ruda Śl. ul. Ściegiennego 6/3,41-710,,32 242-08 03,beataogorka@interia.pl,12,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,rybnicki powiat,Placówka Opiekuńczo Wychowawcza w Czerwionce Leszczynach,socjalizacyjna,,"44-230 Czerwionka Leszczyny, ul. 3 Maja 85",44-230,,327231402 327231401,ppow@powiatrybnicki.pl,13,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,rybnicki powiat,Placówka Opiekuńczo Wychowawcza w Palowicach,socjalizacyjna,,44-246 Palowice ul. Szeroka 2,44-246,,327231401 327231403,ppow@powiatrybnicki.pl,12,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Rybnik,Placówka Opiekuńczo Wychowawcza Przystań w Rybniku,interwencyjna,,44-270 Rybnik ul. Barbary 22d,44-270,,536064010,przystan@zopowrybnik.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Rybnik,Placówka Opiekuńczo Wychowawcza Mieszkanie nr 1 w Rybniku,socjalizacyjna,,44-200 Rybnik ul. Rzeczna 4/8,44-200,,534409606,mieszkanie1@zopowrybnik.pl,12,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Rybnik,Placówka Opiekuńczo Wychowawcza Mieszkanie nr 2 w Rybniku,socjalizacyjna,,44-200 Rybnik ul. Przemysłowa 2/2,44-200,,534850230,mieszkanie2@zopowrybnik.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Rybnik,Placówka Opiekuńczo Wychowawcza Mieszkanie nr 3 w Rybniku,socjalizacyjna,,44-203 Rybnik ul. Mikołowska 130/1,44-203,,500177802,mieszkanie3@zopowrybnik.pl,12,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Rybnik,Placówka Opiekuńczo Wychowawcza nr 4,socjalizacyjna,,44-200 Rybnik ul. Powstańców Śl. 44/a,44-200,,574038224,mieszkanie4@zopowrybnik.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Rybnik,Dom Dziecka,socjalizacyjna,,"44-200 Rybnik, ul. Powstańców 44",44-200,,324222147 537706573,kierownikddz@zopowrybnik.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Siemianowice Śląskie,Placówka Opiekuńczo Wychowawcza Nr 1,socjalizacyjna,,"41- 100 Siemianowice Śląski ul. Dąbrowskiego 13 41- 100 Siemianowice Śląskie, ul. Hutnicza 16/8",41-100,,32 720 38 47,sekretariat@pow1.siemianowice.pl,12,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Siemianowice Śląskie,Placówka Opiekuńczo Wychowawcza Nr 2,socjalizacyjna,,"41- 106 Siemianowice Śląskie ul. Mikołaja 3, 41- 100 Siemianowice Śląskie ul. Wł. Andersa 2/3",41-106,,32 720 38 47,sekretariat@pow1.siemianowice.pl,12,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Siemianowice Śląskie,Placówka Opiekuńczo Wychowawcza Nr 3,socjalizacyjna,,"41- 100 Siemianowice Śląskie, ul. Powstańców 56A/21 41- 100 Siemianowice Śląskie, ul. Śląska 4/1",41-100,,32 720 38 47,sekretariat@pow1.siemianowice.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Sosnowiec,Placówka Opiekuńczo Wychowawcza Nr 1,socjalizacyjna,,41- 205 Sosnowiec ul. mjr.Jana Piwnika Ponurego 9,41-205,,32 785 46 00 32 785 46 01,sekretariat@cow.org.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Sosnowiec,Placówka Opiekuńczo Wychowawcza Nr 2,socjalizacyjna,,41- 200 Sosnowiec ul. 3 Maja 5/6 9,41-200,,32 785 46 00 32 785 46 01,sekretariat@cow.org.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Sosnowiec,Placówka Opiekuńczo Wychowawcza Nr 3,socjalizacyjna,,41- 200 Sosnowiec ul. Niwecka 22/I/15,41-200,,32 785 46 00 32 785 46 01,sekretariat@cow.org.pl,8,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Sosnowiec,Placówka Opiekuńczo Wychowawcza Nr 4,socjalizacyjna,,41- 209 Sosnowiec ul. Pawia 11/39,41-209,,32 785 46 00 32 785 46 01,sekretariat@cow.org.pl,6,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Sosnowiec,Placówka Opiekuńczo Wychowawcza Nr 5,socjalizacyjna,,41- 200 Sosnowiec ul. 3 Maja 5/5,41-200,,32 785 46 00 32 785 46 01,sekretariat@cow.org.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Sosnowiec,Placówka Opiekuńczo Wychowawcza Nr 6,socjalizacyjna,,41- 205 Sosnowiec ul. Szczecińska 11 B,41-205,,32 785 46 00 32 785 46 01,sekretariat@cow.org.pl,13,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Sosnowiec,Placówka Opiekuńczo Wychowawcza Nr 7,socjalizacyjna,,41- 205 Sosnowiec ul. Szczecińska 11 A,41-205,,32 785 46 00 32 785 46 01,sekretariat@cow.org.pl,11,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Sosnowiec,Placówka Opiekuńczo Wychowawcza Nr 8,socjalizacyjna,,41- 205 Sosnowiec ul. Szczecińska 11 C,41-205,,32 785 46 00 32 785 46 01,sekretariat@cow.org.pl,12,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Sosnowiec,Placówka Opiekuńczo Wychowawcza Nr 9,socjalizacyjna,,41- 219 Sosnowiec ul. Koszalińska 51,41-219,,32 785 46 00 32 785 46 01,sekretariat@cow.org.pl,13,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Sosnowiec,Placówka Opiekuńczo Wychowawcza Nr 10,socjalizacyjna,,41- 219 Sosnowiec ul. Koszalińska 53,41-219,,32 785 46 00 32 785 46 01,sekretariat@cow.org.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Sosnowiec,Placówka Opiekuńczo Wychowawcza Nr 11,socjalizacyjna,,41- 200 Sosnowiec ul. Niwecka 22/I/16,41-200,,32 785 46 00 785 46 01,sekretariat@cow.org.pl,9,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"Świętochłowice / Zgromadzenie Sióstr Boromeuszek Dom Generalny ul. Okrzei 27, 43 190 Mikołów","Placówka Opiekuńczo Wychowawcza Nr 1 ""Radosna Rodzinka""",socjalizacyjna,,41- 400 Mysłowice ul. Starokościelna 8/1,41-400,,32 222 00 24,biuro@centrumnadzieja.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"Świętochłowice / Zgromadzenie Sióstr Boromeuszek Dom Generalny ul. Okrzei 27, 43 190 Mikołów","Placówka Opiekuńczo Wychowawcza Nr 3 ""Familijne Zacisze""",socjalizacyjna,,41- 400 Mysłowice ul. Starokościelna 8/3,41-400,,32 222 00 24,biuro@centrumnadzieja.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"Świętochłowice / Zgromadzenie Sióstr Miłosierdzia Św. Karola Boromeusza Dom Generalny ul. Okrzei 27, 43 190 Mikołów","Placówka Opiekuńczo Wychowawcza Dom ""Uśmiech Dziecka""",socjalizacyjna,,40- 335 Katowice ul. Obrońców Westerplatte 35/9 10,40-335,,322569647,cow@cow wzrastanie.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"Świętochłowice / Zgromadzenie Sióstr Miłosierdzia św. Karola Boromeusza Dom Generalny ul. Okrzei 27, 43 190 Mikołów","Placówka Opiekuńczo Wychowawcza Dom ""Szczęście""",socjalizacyjna,,40- 358 Katowice ul. Brynicy 14/3,40-358,,322569647,cow@cow wzrastanie.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"Świętochłowice / Zgromadzenie Sióstr Św. Jadwigi Prowincja Katowicka ul. Leopolda 1 3, 40 210 Katowice",Placówka Opiekuńczo Wychowawcza Nr 4 Zgromadzenia Sióstr Św. Jadwigi,socjalizacyjna,,40- 210 Katowice ul. Leopolda 3/3,40-210,,322581054 604 4154 516,wspieranie w rozwoju@wp.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"Świętochłowice / Zgromadzenie Sióstr Św. Jadwigi Prowincja Katowicka ul. Leopolda 1 3, 40 210 Katowice",Placówka Opiekuńczo Wychowawcza Nr 5 Zgromadzenia Sióstr Św. Jadwigi,socjalizacyjna,,40- 210 Katowice ul. Leopolda 3/5,40-210,,322581054 604 4154 516,wspieranie w rozwoju@wp.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,"Świętochłowice / Zgromadzenie Sióstr Św. Jadwigi Prowincja Katowicka ul. Leopolda 1 3, 40 210 Katowice",Placówka Opiekuńczo Wychowawcza Zgromadzenia Sióstr Św. Jadwigi,socjalizacyjna,,40- 310 Katowice ul. Strzelców Bytomskich 1,40-310,,322581054 604 4154 516 514 995 168,wspieranie w rozwoju@wp.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Tychy,"Placówka Pieczy Zastępczej ""Kwadrat"" w Tychach",socjalizacyjna,,43- 100 Tychy ul. Budowlanych 59,43-100,,32 2273315,ppzkwadrat@ppzk.tychy.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Tychy,Placówka Opiekuńczo Wychowawcza Nr 1 w Tychach,socjalizacyjna,,43- 100 Tychy ul. S. Batorego 98/13 z filią w Tychach przy ul. Ejsmonda 11/66,43-100,,32 2273315,pow1@ppzk.tychy.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Tychy,Placówka Opiekuńczo Wychowawcza Nr 2 w Tychach,socjalizacyjna,,43- 100 Tychy ul. M. Kopernika 3/8 z filią w Tychach przy ul. Cichej 13/5,43-100,,32 2273315,pow2@ppzk.tychy.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,wodzisławski,Powiatowy Dom Dziecka w Gorzyczkach,socjalizacyjna,,44-350 Gorzyce ul. Wiejska 8,44-350,,32 4511 151,domdziecka@dd gorzyczki.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,wodzisławski,Powiatowa Placówka Opiekuńczo Wychowawcza w Gorzyczkach,socjalizacyjna,,44-350 Gorzyce ul. Wiejska 8/1,44-350,,32 4511 151,domdziecka@dd gorzyczki.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,wodzisławski,Powiatowa Placówka Opiekuńczo Wychowawcza w Wodzisławiu Śląskim,socjalizacyjna,,44-300 Wodzisław Śląski ul. Wałowa 30,44-300,,32 4517 800,ppow.wodzislaw@o2.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Zabrze,Placówka Opiekuńczo Wychowawcza nr 1 Dom w Zabrzu,socjalizacyjna,,41- 808 Zabrze ul. Budowlana 26a,41-808,,32 272 21 02 506 141 481,copow@copowzabrze.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Zabrze,Placówka Opiekuńczo Wychowawcza nr 2 Mieszkanie w Zabrzu,socjalizacyjna,,41- 807 Zabrze ul. Zwycięstwa 1/5,41-807,,32 272 21 02 32 271 47 08,copow@copowzabrze.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Zabrze,Placówka Opiekuńczo Wychowawcza nr 3 Mieszkanie w Zabrzu,socjalizacyjna,,41- 803 Zabrze ul. Kossaka 21/2,41-803,,32 272 21 02 32 274 50 61,copow@copowzabrze.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Zabrze,Placówka Opiekuńczo Wychowawcza nr 4 Mieszkanie w Zabrzu,socjalizacyjna,,41- 808 Zabrze ul. Nyska 30/1,41-808,,32 272 21 02 32 277 80 59,copow@copowzabrze.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Zabrze,Placówka Opiekuńczo Wychowawcza nr 5 Dom w Zabrzu,socjalizacyjna,,41- 813 Zabrze ul. Niepokólczyckiego 45,41-813,,32 272 21 02 512 121 101,copow@copowzabrze.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Zabrze,Placówka Opiekuńczo Wychowawcza nr 6 Mieszkanie w Zabrzu,socjalizacyjna,,41- 807 Zabrze ul. Ratuszowa 3/3,41-807,,32 272 21 02 32 271 22 08,copow@copowzabrze.pl,9,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Zabrze,Placówka Opiekuńczo Wychowawcza nr 7 Mieszkanie w Zabrzu,socjalizacyjna,,41- 800 Zabrze ul. Stalmacha 11/3,41-800,,32 272 21 02 32 273 87 95,copow@copowzabrze.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Zabrze,Placówka Opiekuńczo Wychowawcza nr 8 Mieszkanie w Zabrzu,socjalizacyjna,,41- 803 Zabrze ul. Bytomska 92/7,41-803,,32 272 21 02 32 271 21 10,copow@copowzabrze.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Zabrze,Placówka Opiekuńczo Wychowawcza Nr 9 – Dom Dziecka,,,41- 800 Zabrze ul. Park Hutniczy 15/2,41-800,,32 272 21 02 502 754 030,copow@copowzabrze.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,Zabrze,Placówka Opiekuńczo Wychowawcza Nr 10 – Nasz Drugi Dom,,,41- 800 Zabrze ul. Park Hutniczy 15/1,41-800,,32 272 21 02 32 275 37 05,copow@copowzabrze.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,zawierciański,"Placówka Opiekuńczo Wychowawcza ""Tęcza""",socjalizacyjna,,42-400 Zawiercie ul. Daszyńskiego 4,42-400,,32 672 19 32,sekretariat@capowzawiercie.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,zawierciański,"Placówka Opiekuńczo Wychowawcza ""Familia""",socjalizacyjna,,42-400 Zawiercie ul. Daszyńskiego 6,42-400,,32 672 19 32,sekretariat@capowzawiercie.pl,10,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,zawierciański,"Placówka Opiekuńczo Wychowawcza ""Pegaz"" w Chruszczobrodzie",socjalizacyjna,,42-456 Chruszczobród ul. Dworcowa 28,42-456,,32 672 19 32,sekretariat@capowzawiercie.pl,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,zawierciański,Ośrodek Pomocy Dziecku i Rodzinie w Górze Włodowskiej,socjalizacyjna,,42-421 Włodowice Góra Włodowska ul. Żarecka 24,42-421,,32 672 19 32,sekretariat@capowzawiercie.pl,30,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
slaskie,żywiecki,Placówka Opiekuńczo Wychowawcza w Żywcu,socjalizacyjna,,34- 300 Żywiec ul. Kopernika 5,34-300,,338614322,biuro.ddzywiec@gmiel.com,14,,,Rejestr_pieczy_slaskie_04.2021.xls,2021-04
opolskie,,Dom Dziecka nr 1 w Brzegu,socjalizacyjna,,49-300 Brzeg ul. Poprzeczna 3 B sekretariat@capow-brzeg.pl,49-300,,Centrum Administracyjne Placówek Opiekuńczo - Wychowawczych w Brzegu 77/ 41-62-111,sekretariat@capow-brzeg.pl,14,Ewa Szwed,,meldunki_za_listopad_opolskie.xlsx,2024-11
opolskie,,Dom Dziecka nr 2 w Brzegu,socjalizacyjna,,49-300 Brzeg ul. Poprzeczna 3 C sekretariat@capow-brzeg.pl,49-300,,Centrum Administracyjne Placówek Opiekuńczo - Wychowawczych w Brzegu 77/ 41-62-111,sekretariat@capow-brzeg.pl,30,Ewa Szwed,,meldunki_za_listopad_opolskie.xlsx,2024-11
opolskie,,"Placówka opiekuńczo- wychowawcza ""Dom Nad Rzeką"" w Skorogoszczy",socjalizacyjna,,49-345 Skorogoszcz ul. Zamkowa 23/2 ddskorogoszcz@poczta.onet.pl,49-345,,77/ 41-21-023 Fax: 77/ 412 11 74,ddskorogoszcz@poczta.onet.pl,14,Marzena Kłysz,,meldunki_za_listopad_opolskie.xlsx,2024-11
opolskie,,"Placówka opiekuńczo- wychowawcza ""Zielony Dom"" w Skorogoszczy",interwencyjna,,49-345 Skorogoszcz ul. Zamkowa 23/1 ddskorogoszcz@poczta.onet.pl,49-345,,77/ 41-21-023 Fax: 77/ 412 11 74,ddskorogoszcz@poczta.onet.pl,14,Marzena Kłysz,,meldunki_za_listopad_opolskie.xlsx,2024-11
opolskie,,"Placówka Opiekuńczo-Wychowawcza ""Przyszłość"" w Strzegowie",socjalizacyjna,,Strzegów 35/1 49-200 Grodków domwstrzegowie@o2.pl,49-200,,77/ 41-58-091,domwstrzegowie@o2.pl,14,Mariusz Pęcherski,,meldunki_za_listopad_opolskie.xlsx,2024-11
opolskie,,"Placówka Opiekuńczo-Wychowawcza ""Nadzieja"" w Strzegowie",interwencyjna,,Strzegów 35/2 49-200 Grodków domwstrzegowie@o2.pl,49-200,,77/ 41-58-091,domwstrzegowie@o2.pl,14,Mariusz Pęcherski,,meldunki_za_listopad_opolskie.xlsx,2024-11
